real_A1, imag_A1, tlast
5b1911, a6248a, 0
9b45a2, 3d6022, 0
486dbd, 36b811, 0
7f7d13, a39a85, 0
99ff4f, 2cc3d2, 0
3018ca, 649e42, 0
480a6d, 4c08ed, 0
01dfd3, 952d83, 0
b36132, b92865, 0
97069f, abbd3c, 0
9ebdb7, d8f590, 0
5ef42d, f43227, 0
4f20e7, fe0ff3, 0
d40298, 0fbbd3, 0
402816, ae56aa, 0
02911e, 061011, 0
83232e, de4171, 1
fbd1df, 819a32, 0
fade82, 79e2e7, 0
b3f967, ec3d8d, 0
52c136, e733cf, 0
59ebc3, dbaced, 0
dbb77a, 8cbdf8, 0
14516f, 9d4469, 0
92355f, 701be3, 0
cd1b4d, 38f1fc, 0
721fbd, b8c4b3, 0
aa8e21, 4c6e2b, 0
601b27, 77ba9c, 0
b63855, cf220d, 0
f6e678, ed2b7b, 0
5bf94a, daa106, 0
3e84ef, e7af88, 0
191d21, 1964c6, 0
4da639, 020847, 0
aab8cc, c496f1, 0
6fa526, 3886bc, 0
c25ad6, 821131, 0
2f4781, f366ce, 0
3d5636, 905f4a, 0
6982ea, 815282, 0
796e1c, a9715b, 0
cf6284, 1056cd, 0
fb7954, 5366a6, 0
3c0e3d, e475dd, 0
438959, bd57cf, 0
24c619, 612f93, 0
4c2f27, 032c34, 0
022627, 36bb2c, 0
e8a9d6, 0ae300, 0
f83f4f, f8c500, 0
45b43f, cfaddb, 0
4b971b, 6d2768, 0
3ab492, 02354c, 0
e061b9, 9197d7, 0
1604f2, fbb069, 0
b8e2aa, 625b95, 0
2334b4, d62144, 0
c6c91a, 916e16, 0
6e6d5e, ff404b, 0
171f3c, cc972d, 0
1cc876, 8f4d51, 0
77ab48, 0b75fe, 0
502351, e32f02, 0
2952ae, ab1988, 0
792293, f17bbf, 0
c4509e, 2980bb, 0
ac9330, 091315, 0
870873, c19efb, 0
93780c, bd176f, 0
591f03, 37a5dd, 0
f0d5b4, 178029, 0
0c35ca, b42af3, 0
8b4236, 4aae38, 0
d2ec85, cbbb80, 0
b7bb3b, f1b88a, 0
c3d25c, 17dcc3, 0
c4e0d5, 8c5c83, 0
ad5182, 817259, 0
933173, d01946, 0
b0ef0f, c0bb7e, 0
019860, bac84d, 0
33fb4b, bb0879, 0
616523, 168ddf, 0
d458a2, 943dec, 0
9a5da4, ad6f64, 0
d5854b, a6e8e5, 0
0639c4, a8b9b6, 0
336bbc, 1434e4, 0
b67b93, 7747e7, 0
8a4cec, fcaae9, 0
1218fa, 7c248b, 0
8d1882, c662bc, 0
b5fdad, 133de7, 0
6dc79d, 92693e, 0
2318f8, 4e7a80, 0
28783b, 31a29a, 0
869c45, 81b3f2, 1
677ac8, de6a8d, 0
64de3a, 27f195, 0
343af5, faf3cf, 0
ea0e4d, f6a5c1, 0
505922, ac0f84, 0
df708e, 8cf7a8, 0
7bf898, e92452, 0
ee2fa1, a386ed, 0
a7aa87, 37bac7, 1
77e8b3, 067204, 0
caeacf, 70c834, 0
2db985, 4a0ead, 0
ab1f53, 39a0a3, 0
6e8b80, fd5cf4, 0
f61bf1, 5d0b59, 0
b889b6, 4c3495, 0
2c9223, 0447d2, 0
430be4, 76f651, 0
cc480f, 79e042, 0
427a9f, b37ed9, 0
b7df18, 78a8fc, 0
3a249a, 78109a, 0
1c9f0c, b4a5af, 0
d3e00b, 347b8c, 0
afc962, c4ef98, 0
16cd59, fefaec, 0
6c1b9c, ac4b38, 0
e61291, b62af0, 0
9fc225, efeab6, 0
713b5f, 96243b, 0
de9834, ef33d1, 0
21a1b2, 93c4c2, 0
c3c3d0, e93183, 0
013b16, 2937c2, 0
387d59, 03ec72, 0
5df906, fa78a5, 0
30806e, a35a17, 0
3c2565, 6ffb69, 0
abc30e, 1dde63, 0
0c8b02, 505caa, 0
dcba81, d854c6, 0
52f4fc, 61c3cb, 0
c3342d, 8b2622, 0
54b015, b93a80, 0
0114ae, e9c411, 0
18de1d, bef687, 0
b801c4, 5f144f, 0
5ee91c, 4e703f, 0
227c9a, 668b76, 0
e025be, 04c8dd, 0
a5784a, ef7f75, 0
a6b6cc, 4f04b2, 0
b9bfe1, ed21d7, 0
33befe, 46e015, 0
659998, e1658b, 0
cc0d50, 04d1e4, 0
6d5a67, 9b6e62, 0
79ded9, a86dda, 0
cd082f, 4b295b, 0
2ad533, 9e0193, 0
3da60c, 3a2538, 0
1af471, 244834, 0
5ef360, 720f04, 0
16cd6d, bbbf04, 0
8468f2, eeb530, 0
a1fe61, 179bad, 0
091436, 924f0a, 0
184144, c5aad1, 0
0c08a1, 863a9e, 0
49ce54, 91beca, 0
74bb52, 5065d7, 0
1f4896, 8ab779, 0
18b6bb, 0183db, 0
f0b630, 700a1e, 0
c3b6ac, dcc968, 0
849a9e, a0a369, 0
447c14, 2b382b, 0
d640b2, e860f4, 0
dabf09, f0b54a, 0
82c0c5, c2a459, 0
0d6cb0, 4f3f3e, 0
dca239, 69404f, 0
b74d3f, 969be4, 0
2d963c, 878040, 0
d1ee43, 851a1e, 0
e43a40, f349a7, 0
0f9051, bbd8a2, 0
23bec0, fba346, 0
cb4eb9, d561ac, 0
c46d11, 20da36, 0
da314a, 6379d5, 0
1f64e1, a741e4, 0
52b688, d2ac18, 0
eebb07, 4b5ef6, 0
6bfe49, 1f3b2c, 0
9c4e59, b8a66d, 1
7a7af8, 954fde, 0
96c490, 40a078, 0
1ba7c9, dbb4ef, 0
a446a1, 34c9ac, 0
8a25b6, 95722e, 0
c877cd, edbe81, 0
4cfebf, bcaa8c, 0
f8f2cc, 098a6d, 0
ab70ad, 486e21, 0
fab477, cc5fcf, 0
b8d7ea, 5882c5, 0
4d2314, 739f51, 0
3912f0, 0b7316, 0
991cdc, e5b003, 0
db1424, 9b8199, 0
da16f7, 9c217e, 0
7de661, ecf032, 0
0bd6b3, 3cb287, 0
dff390, 750f95, 0
4051ad, 3cf3ee, 0
07e564, 6f413d, 0
74f26e, 0188ec, 0
fb2d78, 788f8b, 0
72280f, 51969a, 0
f5329a, 938bcf, 0
a9797c, e2b5b9, 0
974b0a, 60dbbb, 0
a4032a, 4042c2, 0
66b625, 025224, 0
a63465, 6675b2, 0
da596c, bf4436, 0
0e14df, 13e708, 0
b4e558, 71020c, 0
069616, 7e887c, 0
ba9424, 947591, 0
efb66c, fdae78, 0
00cb17, 87147d, 0
f57f56, 774850, 0
575c25, 34fc94, 0
111893, 6868e9, 0
c08a22, acf9e0, 0
87e4da, 2d3e01, 0
b9727f, 6e5813, 0
9f1976, 06c602, 0
c54865, c013b2, 0
0f9320, 7a15a2, 0
4e4686, f7c583, 0
7a67e7, c9cb11, 0
22d4ea, 34f68e, 0
0dd28f, e45bcd, 0
d57a70, 5aff94, 0
405fee, 0bd3fc, 0
4bbd32, cfcca2, 0
243021, ec04b7, 0
d7b8ce, 18d267, 0
669dfe, 5ee0c6, 0
dab243, ab77b8, 0
976254, e85de0, 0
39fb58, f2b1fc, 0
fdc98d, 5c1707, 0
459278, 3a4fb1, 0
a53d40, 1d5c53, 0
aade29, 3ce57f, 1
311fcd, 018712, 0
99c863, fa036a, 0
f40eb0, eddde5, 0
b0c024, 294b63, 0
9dc435, 7b125b, 0
0938c3, 15f6f4, 0
77709b, fd8c96, 0
2614c4, 2b59cc, 0
6c9292, e5c77f, 0
84a513, 68a15d, 0
ec0bb5, 5ff189, 0
9436d4, 365865, 0
31b2af, de49d2, 0
8cf1a7, 8b7cd0, 0
debe74, f27c78, 0
5cc638, d04522, 0
8faddd, 69c043, 0
5c3243, 3abcab, 0
ac3ddc, ca634a, 0
b6115e, 8c1655, 0
7229b3, b6cb20, 0
84f2bb, 47fcb4, 0
c428c6, 1df090, 0
a1de0f, 6f6e32, 0
1c5375, 3b1990, 0
b3a3c1, 876313, 0
a44898, 192071, 0
db7111, 11d47d, 0
b82a2d, 587944, 0
5527f4, d8dc00, 0
46f0d2, 1e5f5f, 0
c038ae, 24e8f8, 0
a8fcd5, f5907c, 0
450e20, 6ba3e2, 0
c9b92a, fdb067, 0
66635d, f77abb, 0
3b0700, cb36ea, 0
8ce25a, d917ca, 0
22b8c4, b3d3d0, 0
21b27f, ec8fd5, 0
87a4c5, 4b3356, 0
a905e5, 1f43e3, 0
f4d624, 572d36, 0
ad95bc, 81b86e, 0
9e1f70, fac6b7, 0
49599d, 36194c, 0
d12394, c87ee5, 0
3a8c00, e12baa, 0
cb8ee6, 203f26, 0
528a86, 3d2c70, 0
8326eb, 6c3e18, 0
2edf52, 1c80da, 0
2ac7d3, 2daae2, 0
e2a43e, 9f4663, 0
a66ebe, 623462, 0
b4dfc1, da0b89, 0
c7425e, bc4dda, 0
cd6317, 0df494, 0
3884cd, 5aeb72, 0
884a87, 9675b6, 0
011c77, 851530, 0
ed2c84, 0072ec, 0
c27026, 358206, 0
86bc5f, ba4c7d, 0
bbfd47, 02c0e8, 0
5fd41f, 4c81b1, 0
7dce97, 5bb00f, 0
0e8164, 94157b, 0
edbf5e, 46aaf5, 0
bc9dda, 8011d2, 0
cb33ce, 5ec332, 0
f8b2ed, ea0864, 0
d1cc98, 96c01e, 0
bdc1f4, 253f48, 0
90bb50, 9c0fc6, 0
4123a3, 21e4e5, 0
a26e99, ae79b2, 0
fd23a3, 027a72, 0
54562d, 30b37f, 0
33d835, e14a4b, 0
542eaa, 724032, 0
6998a5, 11c494, 0
b738e7, 47decb, 0
8707d8, b4a703, 0
3d1d96, 4451d3, 0
d79b04, a84c0b, 0
c356b5, b19ecd, 0
7c301f, 2f81d4, 0
7ca916, 0bd43f, 0
83ed74, 6442d6, 0
b18e37, 14fad9, 0
04d990, ef266e, 0
6f0dfe, c241d0, 0
16f032, 5011e6, 0
ac9be7, 3e373d, 0
511fe5, 156399, 0
c32794, 318a53, 0
083133, 4ab86c, 0
b568b1, 52df9a, 0
a8ec4f, 040e6d, 0
7773de, 72c541, 0
984bf1, f72e4a, 0
1cc338, 5427a6, 0
1f971e, a7d9b1, 0
e2be8a, 420705, 0
2b4468, 942d3e, 0
fa8487, 7f39ca, 0
a67934, bf91cc, 0
527c70, 70d3bb, 0
e583ac, 15ed0f, 0
0080eb, fe55d6, 0
131f0e, b376ee, 0
5bc246, 811d59, 0
f5d3b2, 408968, 1
be4814, ecd6be, 0
91c6be, 9867a4, 0
8b709b, c6f1a1, 0
e12ee9, acd91b, 0
178d4b, 3318c6, 0
123101, 6d2f60, 0
807390, a4384c, 0
697bc6, 136fb3, 0
917e30, 9d2ed2, 0
1fea4f, 428590, 0
c1263b, cc77b3, 0
13e6cf, 64e9eb, 0
c5b251, 4a0a70, 0
c43758, d58a6e, 0
0b2ac9, d61d78, 0
925aa9, 1afe2e, 1
467656, 60958f, 0
07961a, 6f2f25, 0
69a0a0, fd2ef2, 0
ece50c, 41ba1d, 0
0a70bc, 0c7177, 0
08a189, b4d648, 0
6992a9, a895ae, 0
4e902e, 74132d, 0
ae95e0, a3baa5, 0
c02d9d, 245323, 0
5f6895, f48809, 0
f079e1, f03c57, 0
aaa0e5, b4e75b, 0
7ff96c, 3a0688, 0
88d172, 359b79, 0
004321, 23f050, 0
dd8f50, dbc259, 0
3fc7e2, 09f7cb, 0
ba70cb, 5c20b9, 0
1db09c, af02bd, 0
35bde3, 47a3a3, 0
e14f0c, 38c7ae, 0
6608f7, 967831, 0
ef78a4, eb102b, 0
bac662, 0cdfe4, 0
de8923, fc5a30, 0
c40298, fce0d7, 0
0ebbb6, 07ee15, 0
2cf517, 7093b2, 0
ceba28, 999483, 0
18e877, a22aeb, 0
940fd3, 4a4642, 0
a971f8, e5bc59, 0
c2a9b3, e145c8, 0
456058, 131624, 0
d18413, 8712c1, 0
40442d, a9542c, 0
161153, 90ac4c, 0
5942bd, 26363a, 0
447e83, 778325, 0
10fb1f, 26c7d7, 0
053529, abb0ba, 0
3cbb2f, 26d3fd, 0
f3add3, 1d0c0d, 0
321f7d, 113625, 0
a8b529, ea9a82, 0
64990f, b25b9d, 0
75ace2, bd2f8e, 0
1d6505, c4a30e, 0
68fce8, 570bd3, 0
ee3628, 3deb0c, 0
22c2e2, d7f711, 0
480d00, 280853, 0
30a9a9, 0af050, 0
1d59f3, b2adcb, 0
115bd9, f287d0, 0
d1e946, 53d971, 0
c5e2ed, 6e8b50, 0
be0961, 99c147, 0
3beb6c, 7fe9d6, 0
44f2d7, 0db35f, 0
7f4cd1, 3cb181, 0
86104a, 62d7cc, 0
fba957, 1decd3, 0
78350f, a73152, 0
c12c46, ed6a09, 0
72a59e, 757bcf, 0
c396b5, a12fec, 0
f2a0af, a52cb7, 0
dd05ac, 7f9256, 0
387fb2, a71dbb, 0
097f0d, 8aae6d, 0
877929, 45686d, 0
59e521, 1a72aa, 0
435084, e95681, 0
0ed7a0, 80e481, 0
278c69, 7f7b94, 0
2021fb, a13985, 0
d51d3d, 6f469c, 0
2ae91a, 724a9e, 0
f4d134, ac5baa, 0
0d6563, fb8047, 0
2ba1de, d21669, 0
87a13c, 21a35d, 0
3289af, 077d55, 0
c98c4c, 75fe3a, 0
44b68f, b1ce5a, 0
be6463, ac76ae, 0
7149cb, 08fed8, 0
34cb98, c4923b, 0
394ccd, 93a0fa, 0
255884, 84c840, 0
6c7563, af1c04, 0
a0b3e7, 9887e6, 0
35a2f6, f69836, 0
5aca97, f106a1, 1
087d65, 4fa360, 0
17cac4, 4c48c3, 0
f286ff, 1280ae, 0
b89e33, 442f8a, 0
ce20bd, 30e562, 0
b533b4, 6c4cec, 0
cebd61, 4d6089, 0
abf9d1, 4eda7d, 0
153249, bf5823, 0
8f2810, 43bd0e, 0
9d0822, 3809f1, 0
099fe3, 6c0121, 0
bad60f, d1e0ae, 0
84dcbd, 86669f, 0
b01424, d5fbb1, 0
9bca2b, 557542, 0
8f0d8c, 754e21, 0
217d85, f5f440, 0
798b96, 13fa87, 0
3dfb07, e899b5, 0
598e7c, c6b525, 0
781fad, 863459, 0
43a37d, 665d3c, 0
5fec2e, b17574, 0
53e164, f235e5, 0
b78507, 810528, 0
83c8d4, 2e481f, 0
03c8da, 5326e1, 0
552372, 3bebf9, 0
d24a79, f2c35c, 0
d096de, c245c6, 0
8665f6, 6bd95c, 0
a2a56d, 513a77, 0
5e404f, 6efca6, 0
eff910, 533ab7, 0
3c177a, 269272, 0
a1b3c9, 60a241, 0
7b604d, b7a282, 0
087ce9, 36ff89, 0
597192, 8ad729, 0
c87a21, 4d471e, 0
d3bb3b, 77c0e8, 0
69dbe1, 18941f, 0
ffbd72, 0b33dd, 0
cd3e94, 1a4b2b, 0
31f033, 779b67, 0
045df5, d54673, 0
4c110f, 4a2a24, 1
43d8b3, 89cdf3, 0
f6e1f7, 208e2f, 0
717234, b3337d, 0
601a25, 2391b3, 0
223e93, ff1f4e, 0
b070e9, 531cbe, 0
5741ca, 30af1a, 0
8afb00, ab1885, 0
29d116, 575b48, 0
d0108d, 20fe37, 0
93c5a7, 496f6d, 0
677b90, ab9fe9, 0
7295c2, 9a0a49, 0
99a23e, af3087, 0
78bdea, a126e4, 0
cd8fb3, 21252c, 0
f13256, 5c75c9, 0
28e5b2, cbee96, 0
4ab92b, f61daf, 0
b19ae1, e26c8b, 0
f7b62e, e04f6a, 0
083446, 270a3d, 0
5f68ad, d3d9d8, 0
6b3044, 5be715, 0
2445f9, b94f0f, 0
4829f0, 70b1ed, 0
3e26bd, 702159, 0
eadc62, fea168, 0
335fff, 4c3686, 0
f31ab3, 2f2c21, 0
3c22fe, 386d14, 0
b24973, 2a58f4, 0
5dd0a4, b0add9, 0
e6cb57, b29df8, 0
15bed2, e732f4, 0
dfaebb, 94e477, 0
5fdfa2, b951a8, 0
77d1a6, 8e34c8, 0
137a2a, fd313a, 0
035c1f, 42a6bf, 0
104e73, 9b9d72, 0
3b62f1, 49e0f5, 0
73a577, fc58d7, 0
d85492, 59e216, 0
4fbb2d, 2b6e8b, 0
f1f9b0, 51c26c, 0
ba1651, 65cf4b, 0
dbda37, f55dcf, 0
9f9837, 904528, 0
58313e, 4708ad, 0
c04ca8, 6a773c, 1
61a46f, 50d4a6, 0
de663f, e2071a, 0
3784b3, 7b6633, 0
78cc7c, 1b2869, 0
bc8050, 89aaa2, 0
ecdf5b, 1a7c4b, 1
17c8ef, 3acdfd, 0
22947f, 4bc8ec, 0
cc56d1, 9c9ad0, 0
f6c8b6, 2a6869, 0
64a470, a84d01, 0
dedfc2, 208914, 0
40065e, adbd15, 0
ad85cb, 34cd32, 0
65fc32, fd2e74, 0
5ca5c6, ef9c59, 0
2046ec, 0d44a7, 0
feca7d, 69a765, 0
4a7a8d, 3dd722, 0
592f7e, db0177, 0
a42d3b, dfb828, 0
09f156, a3581f, 0
725336, 7fe06a, 0
6ddb45, 0bf46a, 0
11b284, e07588, 0
387a97, f8b8ef, 0
791d51, 85e4b7, 0
b31371, 722923, 0
a41fa1, 60176a, 0
5ad82a, 5026e5, 0
668aff, efe072, 0
f74666, 9e2d7a, 0
dfc029, 8bae79, 0
ea6391, 492f40, 0
42a0e5, 58ec26, 0
b6febb, a807a3, 0
855f3a, 5efed3, 0
08f0b0, af2357, 0
0c5528, 00980f, 0
d1813a, dd8818, 0
9d1747, 00bcad, 0
232511, aacbe4, 0
809880, 7cde31, 0
b461f7, 7d0475, 0
f93eb6, 6c5a8d, 0
f41835, 965efd, 0
7087b3, 373e1d, 0
e837d2, abdb1b, 0
58286e, b60618, 0
a31f3b, d8031c, 0
83de59, 4a05d2, 0
ac297f, fd96c8, 0
6ab1bc, 8e665d, 0
391e7f, 8ddb33, 0
1fd6e6, c53c9e, 0
3578db, 3ae107, 0
3e67d8, 65028d, 0
09e13e, 7b4e7f, 0
19d5f3, b02395, 0
521432, 945027, 0
f5b229, 78c1a4, 0
9831c8, 0548e3, 0
7a5ec2, 514af4, 0
21eac0, d8e212, 0
88f6d2, d22166, 0
47430a, 43c7f5, 0
b14f9f, f0c9af, 0
6678a3, bd4305, 0
56c97c, ab842b, 0
ef2c39, 37ed7c, 0
082191, 1f3fe5, 0
15cf76, a1fd9e, 0
29bca1, 3b5236, 0
9a828c, 44d0b2, 0
94ccc3, e8d88b, 0
0c3cad, 02127f, 0
f59cac, 11fcbe, 0
ba7410, 2793b5, 0
10463e, 1d96b7, 0
87af4c, deb013, 0
0fd975, 519e8c, 0
d69126, aedd20, 0
ed731e, 7843b9, 0
cf762a, 4cd015, 0
22b3ed, 79eb44, 0
90b411, 1ab44e, 0
f48c34, c66e65, 0
cd3540, 0e6af9, 0
f451ce, 8e4df3, 0
39f7ad, 751322, 0
25126d, 2c0980, 0
142e92, 846935, 0
1441b0, 897a21, 0
09179f, ec5590, 0
0fee5a, 0bf7f0, 0
bcccd1, 8b3630, 0
d8c778, 2c4957, 0
6f708d, 240c3a, 0
3d20e0, 163c72, 1
2c9a46, 789e1f, 0
5348c6, 6d85c2, 0
80b63f, 8ed1ca, 0
2b11a7, 434238, 1
f2bded, 9042b5, 0
1b92de, 04ccc7, 0
3a5726, fa9059, 0
e5447a, df0bb8, 0
5ee377, 2087ee, 0
dcf717, 18a71a, 0
8d921b, b56819, 0
b81716, 797d65, 0
8314b1, 98ff00, 0
c32d3c, 847dbf, 1
ea8e83, 0427cd, 0
613c24, ac8a7d, 0
663347, ed2a14, 0
2b9d24, 50ad5a, 0
f20d78, 951c08, 0
f671b5, 2ee15e, 0
d74227, 5d9e33, 0
14f040, a05e1f, 0
87da56, 5986b3, 0
1bcfa5, 0b8276, 0
985865, 1ca198, 0
cbd72c, 02e6c9, 0
7b4c83, d63d16, 0
02f55c, c0ea3f, 0
0621e1, 2efc3b, 0
f12c87, 8a8b09, 0
cdf8f8, 11d645, 0
d93dab, 7d03bc, 0
ec9be2, d641dc, 0
d39ac6, edc079, 0
465803, 6bc72b, 0
266c8e, 638731, 0
bded14, 3edc8d, 0
01ce05, 1dc4a6, 0
ece13f, 8ab0a7, 0
834762, 6f4a3b, 0
8312f1, 49fe5b, 0
6b112e, 395a26, 0
530d54, 8c9bcf, 0
fdb67d, f4af67, 0
c0c47f, ea93d5, 0
46f3f8, 7a46b2, 0
75ecaa, 152370, 0
0f12d5, 0d8505, 0
c6a90f, eaf043, 1
29c9b2, 90adf3, 0
d64000, ca3c87, 0
1a8a0f, f4d2a0, 0
bd481d, 825afb, 0
6c998f, 1283d0, 0
1c057c, 14615f, 0
442903, f08244, 0
22e467, 0b9a07, 0
87d802, 268f8c, 0
ab91aa, 1a36ca, 0
f9fad7, e0a859, 0
294d59, 899e92, 0
f3a59d, cbce40, 0
3715c2, 64fbf2, 0
dce373, bbf205, 0
6e14cf, be174c, 0
241f93, d2a083, 0
fd5671, a9b672, 0
2d7b8b, 6951f5, 0
4334bb, 24190b, 0
07dd5a, 1948a3, 0
56c03d, 8843d5, 0
5c01d7, e31e54, 0
a72b38, bc90e8, 0
e0ae13, 184d87, 0
32f595, a799e5, 0
1b4e86, c258b2, 0
f9191f, 8ea223, 0
3dc3ad, 0c43dd, 0
586e0d, 27c84c, 0
919760, 0d0ec9, 0
ea79aa, d443bd, 0
6c1e76, f0a2d9, 0
03a019, 298ac4, 0
24932c, ece761, 0
afdf4d, eb619f, 0
c680d1, 999a39, 0
4a038b, 499a5f, 0
6ce719, e73eb3, 0
42fda1, 96c3cb, 0
989f65, 9011de, 0
8ab61e, 7d954f, 0
9dc722, 23a25b, 0
998eb6, 6c3e4a, 0
2b2350, 6d5cdb, 0
12b9a0, 626059, 0
665a68, 0cb90e, 0
205731, 184c5c, 0
2340e8, e5f021, 0
8d932d, e7eaef, 0
6856a3, 4d1bdc, 0
7ca973, 0ef6ab, 0
91a8a6, 836fb9, 0
f9e7f8, 1bb807, 0
d01aa7, d730eb, 0
929e60, f8e88c, 0
355941, 273a56, 1
629e16, c96141, 0
7e4391, ec9c5d, 0
09c38c, d388c0, 0
2afa32, 4f398d, 0
df658e, 766d47, 0
3b8593, eadfe4, 0
c1853f, af048e, 0
95d56b, 84b78d, 0
f5a8ef, 97686a, 0
5f5ec2, 8654e3, 0
e9d0b3, 67263b, 0
cad6d8, afbafa, 0
80f25c, b8bff7, 0
a051b0, bbda3f, 0
1b4bc5, 45f06f, 0
f6a9fc, 37cced, 0
d47262, 5684e8, 0
ff5a89, 646f76, 0
e919af, ca0f16, 0
930d10, 446733, 0
63f9ab, e8ec97, 0
d8c026, 26e14d, 0
e0c0c3, dcc62c, 0
760564, d89bb9, 0
e324e4, 58daa1, 0
8b2f2a, 1ff271, 1
496bff, be9e2e, 0
1d4adf, 93429b, 0
88930e, c67297, 0
9281fb, 029577, 0
37ca71, 6ebd42, 0
4d15ba, 1957bc, 0
49a1d9, e3cd20, 0
512cc9, 5ab6b7, 0
83fc0e, f64fa8, 0
d0c977, 3a6d5b, 0
b58f48, a538f0, 0
fa9f6e, 4c66b6, 0
d78a84, e079a9, 0
8befb2, 841e3e, 0
87b047, 1eb5f8, 0
e28f72, e80334, 0
9001d5, 9e39c4, 0
a72eec, 69cfed, 0
85f0aa, 786b67, 0
6c98b8, 488231, 0
6f93db, 0dcd3a, 0
1c47b5, 427aff, 0
def353, 5a4bfd, 0
8b5660, 082827, 0
f4473c, ff603d, 0
96a5d6, aa7651, 0
c55117, 20edd5, 0
1275a0, 513e3b, 0
9f1732, 75facc, 0
2a9a0c, eeb88b, 0
20615f, 44ee68, 0
2a9167, 381c5d, 0
6c05cd, 17d3ee, 0
7d5bc2, 073f36, 0
f4c93e, a57f9f, 0
cdbfe3, 2a4e1f, 0
0cdd39, 591dbe, 0
9ec68f, 676603, 0
9f9051, 8c874c, 0
f2098b, d0c0e5, 0
ff1db6, aafb89, 0
b30215, e3c8e5, 0
b5b0eb, 201837, 0
d34dab, fd48ed, 0
860e06, aaac57, 0
d36553, 8d3a56, 0
7d4769, 5edc55, 0
1e6903, 862e40, 0
ee8e5a, b1c369, 0
63e50c, 0699f6, 0
0ca684, 2edba7, 0
65019a, c11ce2, 0
a4768b, 305dc1, 0
b84583, 4947d4, 0
98310d, d2d438, 0
e59db6, 8f3422, 0
693ca9, 3d79aa, 0
d32372, a6c93c, 0
94310d, 8fa866, 0
5127bb, dba3e4, 0
c8f620, a98233, 0
69012d, 320d33, 0
f362e6, 282e44, 0
f3f412, b0fcef, 0
177e2b, 7d6a01, 0
b734c5, e57d1c, 0
6ab58a, 4006ca, 0
c3684e, 1384ae, 0
be48de, 797b8e, 0
68f0ee, 12f21f, 0
d4adc9, 53cbbe, 0
4c227f, d36a43, 0
a478b0, 966752, 0
137ae5, 3881b0, 0
2ceb0d, 857cb9, 0
98f10b, 9189c2, 0
cb32d5, 8101ef, 0
215922, bc0991, 0
fc1f5d, 05b95e, 0
9ab387, 0bf12b, 0
211b53, fb02cc, 0
61052e, 806cec, 0
9bc2bf, 18fe44, 0
216146, 0d59d4, 0
e5c17f, 8cc7ef, 0
f7b60e, 8038af, 0
2385d9, 52214c, 0
7c2a98, 546345, 0
b93ec5, 7db8de, 0
baa3f4, d580b0, 0
9106f8, 08e972, 0
0f1df4, 78e116, 0
735fe5, 8371a5, 0
b87b19, 61ddc7, 0
3d985d, effa96, 0
1ad4ba, fa7a60, 0
8206c1, 463c79, 0
0f719a, ef252d, 0
1611a5, 3182e3, 1
ed8cbf, 5d6236, 0
c5dfd0, 9d53b4, 0
ce3a0c, ad32ce, 0
d98399, 76183a, 0
01ef00, b8a49e, 0
9e228e, f37e8a, 0
5aa7e2, dc6b6b, 0
efd883, b3e987, 0
27c3c8, 759a45, 0
2c4ca0, f154ab, 0
c0197c, 7c262d, 0
5c08e3, d722be, 0
908161, 51958c, 0
7e4658, b175c3, 0
46fd7b, f62fe5, 0
afb78c, 0b9610, 0
52ee45, 8c8ce6, 0
cc69e9, d19fcf, 0
2e23db, 7a346b, 0
d59f95, acd771, 0
9066ea, 3de729, 0
0596a3, bda31e, 0
1e00d9, 8b0fb8, 0
cd8180, c32487, 0
dc655f, 27d6e6, 0
34545b, f00974, 0
d60af4, aa1e38, 0
131305, 55e5c4, 0
3742c9, 611f2f, 0
23ab35, c6305c, 0
eeff51, c6c527, 0
9a2cfe, f17957, 0
1f3702, af52cb, 0
c58b57, b973ee, 0
f5a558, f63c1a, 0
d68dc8, d40592, 0
b65a2a, efa8a9, 0
9a9d10, ea46bb, 0
df0bb2, 4367b2, 0
af66ba, d9653a, 0
3a7f22, 2cfc8b, 0
8311a3, 58b806, 0
fe268d, 413d30, 0
197f80, b09092, 0
063dbe, 45ef10, 0
82c6ab, 4fb75c, 0
c95e60, 18d2eb, 0
b06cc8, ac9328, 0
641e01, bd4c55, 0
91741c, 2048da, 0
4d2c82, 970496, 0
6929eb, 423dc0, 0
2e65d9, 55570c, 0
fa31ba, 9c0823, 0
fe8669, c4d21d, 0
17318b, c532c8, 0
9c97ad, e8f49e, 0
951f56, 89b525, 0
8ebaef, 7b2fc2, 0
a8aa73, aa5a20, 0
d50ade, e2ad7b, 0
b19489, ae4406, 0
e3c5d6, 0bbb2a, 0
bad298, cda221, 0
baa885, f1e856, 0
32a4eb, 3e5a6d, 0
7c24a8, 4d3de9, 0
e8695d, 96e921, 0
ad2973, 254cfb, 1
cc56e8, 1d77a6, 0
50ba10, 5d607d, 0
0df9ed, e36dc4, 0
a519c4, ed5771, 0
b32540, a9216e, 0
14e2f8, 5bcd83, 0
7efd4f, ac358a, 0
c2fe12, 7f44aa, 0
cb4a4f, 53f7d4, 0
8020fc, f3b1a1, 0
979cb8, 6296df, 0
7bc7b8, 402c44, 0
b0a0ea, 2f0bb9, 0
817d93, 92be66, 0
299196, 11cc69, 0
d5c5f6, 9d9f6a, 0
0a97c4, fc567b, 0
b0e935, 7668cf, 1
1fd063, 712bf2, 0
ddf968, 41eb85, 0
5df275, b155ba, 0
421711, 216566, 0
eb5fb6, 3ca85b, 0
