real_A1, imag_A1, real_A2, imag_A2, tlast
1625, ced1, 6320, f565, 0
2395, e550, 2459, c2ac, 0
ed8d, a77b, 0683, 4419, 0
2438, a9d7, b029, 55bc, 0
638c, 5a5a, c160, cd55, 0
27a8, 450d, 0cb8, e7d6, 0
e162, fdcb, d3b7, 6ea1, 0
cdd5, 7fc8, a96c, b38d, 0
cbf3, e857, 696a, 44c0, 0
62ec, 3c25, 5624, 2118, 0
a67e, 6582, 2c49, bf79, 0
67aa, ff04, f5d0, e344, 0
0404, 1366, 8db7, c194, 0
d640, 3c81, 8bfc, 658b, 1
71d2, 9f3e, be8a, 111d, 0
2bd4, 41dc, d89c, afce, 0
f67e, 85a3, f224, e7f2, 0
a795, f63c, a057, df0a, 0
93d8, bf9e, 05ee, 9948, 0
f51a, 38de, 581f, 6dd8, 0
e65f, 59ed, 2be2, 40b8, 0
64e9, 9035, 6da3, 9716, 0
0a6b, 2aef, f256, d85b, 0
c1cf, 2d1c, b03d, c3a7, 0
ffed, 8980, e8b0, facd, 0
bac0, f4d3, 9c16, fe62, 0
aaba, 9f0f, a31a, 6bb6, 0
d148, f31d, 9cfa, aa29, 0
1a7c, 670b, 4bd0, 56c3, 0
f8c7, 8444, 6c06, 4446, 0
46a0, 695e, f0a1, 09ce, 0
5235, cf02, da7a, a4e3, 0
c7f9, 59d8, 405e, 19ee, 0
2851, 913c, fb3e, 6697, 1
73e6, 993d, 8916, 362f, 0
d505, 5140, 477e, 769e, 0
2a26, 20de, 3217, e830, 0
4e5d, fd6b, 800f, 07a3, 0
93e4, f681, fcc9, 352b, 0
9435, 09e4, bec9, 6347, 0
8eca, dd3d, 19b0, 7f77, 0
defa, 2ed9, 2308, ed44, 0
20c2, 6f30, 304d, d644, 0
554e, fd95, dd26, add9, 0
e232, 1406, 2570, e0b7, 0
02bd, cb3b, 15a1, 36e9, 0
c64a, 2662, 81e2, 1f0e, 0
e4d4, 64e8, 9ab8, ccc0, 0
4b52, 4a55, 5821, 2f1b, 0
99ab, 82ea, a695, c27e, 0
a7a2, 228d, 9d19, 8b33, 0
8d94, 8fb7, 0505, b880, 0
f10f, e960, ea9f, 1d17, 0
7c42, 6f30, 3026, c23c, 1
7628, 6700, 6dfd, fa89, 0
10a4, 9dcf, c6b9, fced, 0
23ba, 93bc, 9814, 044c, 0
81d5, 57b6, 5115, dae2, 0
ff32, d2ad, 232a, b263, 0
d189, f753, 123d, d201, 0
2bdd, 3672, 8034, 48e2, 0
9fb8, f3ea, cc6f, 8fb1, 0
8373, d016, 612a, 19cc, 0
0830, 8590, f07d, 4143, 0
ee2a, 816e, bab2, 453b, 0
2e93, 9124, 3b47, bcda, 0
7b0f, 8bba, aa09, 31e6, 0
d654, 004f, 10ce, d3e1, 0
e214, be79, 27c6, 6d54, 0
3f23, dccb, 8a7c, 01e1, 0
3804, 5c41, aa75, bef2, 0
7bee, 6caa, a5be, 9a1e, 0
efb1, 7171, 369e, 46d6, 0
0df1, 82f4, 5caa, 65aa, 1
d01f, 9bef, 8c8d, 289f, 0
bda4, 9e38, ceff, e88f, 0
a552, 7266, f126, fd7c, 0
e02a, d3cb, eb27, 9a24, 0
20ae, 89a1, f47a, 984f, 0
45c0, e5ef, b0ec, be0e, 0
fb12, 7bfc, 8a8f, 34fd, 0
8d59, bf13, 20e2, 4eec, 0
61cd, 8146, 4bdc, 3a1c, 0
df85, 2b87, 0f51, 8acd, 0
edf5, c485, 34b3, 9b4c, 0
b4e0, 10dd, ba76, 7fee, 0
35b1, 4253, 92ef, 54e7, 0
08f7, ab2d, e5fd, 5ba7, 0
46e1, 71b9, d0cc, bc83, 0
a4fe, ef59, c091, 7e2a, 0
c3fe, 8d63, a1aa, e2d0, 0
0469, e714, 0d0e, 277e, 0
e46e, 5cf0, d107, 5c71, 0
a181, 8cd9, cdcb, e97d, 1
1250, 4024, abe4, a2b5, 0
e861, bfd6, ccbf, 66ea, 0
2abd, e47e, 6103, 51f7, 0
edc8, 113a, 4919, bcf2, 0
71c5, 791c, fdcd, a57b, 0
fc9e, 6d56, 9288, 4c3c, 0
3e5f, 4bf2, f97c, 67af, 0
a936, b3f7, 1ca5, 2c89, 0
ccbd, 0bf9, fe42, d936, 0
3aee, ba37, 5384, 5ee1, 0
3f85, 2efe, 8c9f, 11f3, 0
768b, 5cc1, cd80, b72b, 0
8fd5, 0102, 8217, bf56, 0
54c0, fad6, 53d8, 89f9, 0
1c02, 9afd, 6b7a, ddcc, 0
dfe6, 559b, 726c, 286a, 0
53fb, 2d4a, d09d, 3b96, 0
c8a8, 934a, 4919, 94b4, 0
97c0, b5a3, 247b, aac5, 0
166a, 3ad6, 2651, 5bfc, 1
b6a9, 96a3, 1e27, 0a47, 0
7ad3, df43, 92aa, f69c, 0
3b74, db28, a10d, 1d06, 0
f8c5, e6e2, 4d16, b084, 0
2735, f7e2, fbe1, 4754, 0
b92e, a3f5, 8e16, d011, 0
758b, dc61, 2ab2, 9372, 0
c1c1, 9f01, 8dca, 1c6a, 0
7e85, ed2f, 4c50, c22a, 0
57df, aaaf, 1f1b, 363e, 0
15ac, d22c, ebe6, 7048, 0
46ad, c159, a4a6, 3985, 0
c790, c229, 1e94, 0ac7, 0
bf6e, 0686, 54f7, 6621, 0
9377, 3c21, 9c19, 3dc7, 0
21da, 9a87, 4029, fc97, 0
27d4, 3edc, b6ea, 1400, 0
c83a, 17b6, 30e7, 6595, 0
e54e, c191, 257a, 8b72, 0
1b47, 9243, b334, a0ad, 1
13a7, 1c35, 77d7, 0bf5, 0
3cf7, 0b1f, 4033, 4c70, 0
543c, 91ef, 17db, 1083, 0
26e4, 98dc, 7a69, 66ee, 0
e5ad, 4b15, 0df2, 57f3, 0
e06b, cb6d, 416b, 556e, 0
8e7b, b1ca, c500, b2e3, 0
e6a0, af67, 59b1, 2592, 0
b4fc, af18, 1c1f, 92d1, 0
4df4, 48b8, ff84, 655b, 0
ad8d, 05e1, f07e, 3273, 0
e1a1, 44c9, b04b, b383, 0
c392, ec71, 5f62, 2156, 0
8509, 4dcc, 97ce, 84d9, 0
1556, 6fca, 42d5, 4efc, 0
bb7f, fcec, 8136, 8447, 0
2944, dd4e, 93c3, 589a, 0
8993, eb7e, a0f7, a904, 0
a97f, e3b5, 7023, 366a, 0
082d, 29bc, 44f6, df33, 1
3e14, 28f5, 43c4, 817b, 0
c91b, c67a, cd83, 1068, 0
be7b, ee14, 71e0, bf92, 0
c332, 7c66, fdc5, f09f, 0
ddc1, 9927, 2dfe, 5014, 0
662a, 4529, d2bc, 56ca, 0
5955, 7857, e292, 7878, 0
0301, 9df2, 0659, 0c0c, 0
9b4e, 3147, a726, c50e, 0
18f8, 20fb, 0483, 8349, 0
0fa1, d4ca, f01e, 0032, 0
8231, 2318, 3f29, bf27, 0
0495, 2100, 75b9, ef5b, 0
c3f1, bc45, f11b, 8314, 0
f7d1, 2c32, 782a, 1bc7, 0
b825, c6fc, 0009, c616, 0
65a9, 6d95, b673, 689e, 0
b300, 35a4, 0250, 5ba1, 0
290e, f9a6, 8c45, edb2, 0
b7d5, e941, 3e4e, b7dc, 1
4bb7, 03ea, 8360, 9dd9, 0
14e6, c617, 272d, 646c, 0
91d2, 80ec, e5cf, 224e, 0
259d, 51d7, ebf4, 72a7, 0
ad37, 4d23, b45c, eeab, 0
acea, 38fd, 4b25, eea8, 0
f0dd, 8884, 359b, 6398, 0
b4e8, 2524, 936e, 6270, 0
51e5, 1097, 5eea, ff03, 0
4666, 8122, eaca, d079, 0
f636, 7deb, 8889, d70c, 0
6b38, 6f03, e37f, fe91, 0
42fe, 4068, 6823, a60f, 0
0c02, 3658, 0500, 898f, 0
b67b, 03bb, 1b81, 63d9, 0
0eb1, 88ec, 35be, 9651, 0
9e0a, 41df, e429, afee, 0
73c6, bc4e, caf1, 2ada, 0
4313, fbc8, 7d2d, cf73, 0
ed94, c231, 651d, 5c16, 1
a4ca, d01f, 2772, 2652, 0
5dd0, 6104, 4c6d, a789, 0
d28b, b3fc, 51c7, b170, 0
434b, c18c, ad41, 7035, 0
616e, 54ef, 11e7, c035, 0
0157, f0e0, 9b10, b8a6, 0
f884, 7302, 4f27, 5050, 0
2f53, 1718, d184, f100, 0
cb7e, 0b7a, 405a, 436a, 0
27a9, 2be7, 6e1a, a678, 0
6809, d703, 7b53, 9787, 0
4d89, 7bd7, 8e80, ad2c, 0
37d7, e814, 57f3, b5a0, 0
31a8, 74e3, 2e2f, 07d7, 0
1994, 4b54, 017c, c1a1, 0
24f9, 72cb, cb9e, 7a37, 0
e0c4, fff9, cc82, 8a8b, 0
1d8d, 9c61, 6d6c, 4932, 0
92e0, 0f80, 7922, 376a, 0
b593, 23df, 7acb, 3d41, 1
93b3, 4c7e, 118a, a825, 0
cdc0, 68b0, feb3, 75b9, 0
2ac3, cf1c, e2f1, 4d40, 0
217f, aabc, 9307, 9eef, 0
9484, 5af7, ddb5, 6027, 0
de0b, c727, 43bb, 5e04, 0
6bcf, b204, af37, f4c1, 0
50df, ea65, 04df, 8b10, 0
c24a, 99ad, 50b7, a65d, 0
e501, 829e, fa77, 7d7b, 0
2db6, 8ad7, da55, fdeb, 0
8148, 12ec, 4a90, 6e33, 0
f125, c2b2, 99f7, 8df5, 0
984b, 0455, 5732, cf2c, 0
0599, 1c10, 1fa3, 60b5, 0
e4a5, ad6f, da66, 896b, 0
7cd2, 918d, 967f, 7602, 0
285a, 7332, 7d84, 0296, 0
13cd, 2dfd, 958a, 69af, 0
4352, 3ade, 4d64, 12e1, 1
e465, 85d0, 6277, cedf, 0
bf89, b04c, 448f, f337, 0
a2a4, 0085, ad77, a498, 0
53cb, b4ea, f59e, 4fd9, 0
a0b1, 5602, 1f63, 70ca, 0
9a8a, 2c47, f887, 8383, 0
b9b6, 844b, fe48, f180, 0
0c24, fb7a, 3019, 0e05, 0
605d, 9e54, 88bf, d27f, 0
d4fe, aafa, 9759, 5f0a, 0
dede, a95a, 80a3, a557, 0
493d, da61, 52a0, 71b6, 0
0006, f32b, 1d08, 16a8, 0
9725, 57a0, ee48, 276f, 0
d640, 699f, 6ff6, aa77, 0
901d, 433f, 86b4, 269e, 0
d992, 85cf, ae84, 7810, 0
346e, 6d35, ed86, 58cd, 0
25bc, 1287, b91f, 0825, 0
a4b4, 654d, 306e, 07c3, 1
b553, 03a2, d38e, d2c5, 0
b633, 82ad, 24ae, a85c, 0
8a40, 37c0, 336c, 18db, 0
7b9d, 319b, e248, 13cf, 0
b70e, 1391, 6676, 5112, 0
e62c, 4ee0, 9635, b78f, 0
8fc6, 89b0, 89b1, ac26, 0
f264, d208, c276, 29e2, 0
3d76, ea2f, d2fa, cfc6, 0
a518, 5c41, 3c7c, 382c, 0
0300, 24a0, 655e, a342, 0
4f6d, e520, 3e04, ffa3, 0
c2a8, e13c, 068d, dc5d, 0
ad13, 2c34, 7605, a8d2, 0
cd09, 933a, bf6d, d82c, 0
99b8, 1ece, 10a3, 8bcd, 0
d8ef, 1a1d, 1921, d163, 0
0aa6, 2e6f, 2e97, bc1e, 0
96c2, 79e1, 19fa, e236, 0
23b2, 0b69, cd8b, c6e0, 1
9593, f994, 018c, 54ed, 0
11c9, f0da, 0c9a, 5c87, 0
6d2b, 6c7d, 3d5f, c2dd, 0
a50b, c202, 6f8c, 893b, 0
1e29, a764, 8196, de3e, 0
dd68, 86f0, a95a, f897, 0
511b, bc46, 6ab7, d4f5, 0
1185, 4e19, 9566, 32e8, 0
7c80, 8e89, da9c, ccd6, 0
2730, 6278, c697, bff5, 0
b2ff, df9d, b1fa, 405d, 0
95ce, b31b, db96, ecfc, 0
a05c, ce6f, c933, 3bc2, 0
7cac, 9a1b, 96f4, f712, 0
766c, b726, 9fd9, 99d1, 0
5f8e, d4cc, f86c, 139d, 0
4489, 23be, 05ee, f38f, 0
11ad, 1c05, d7de, 2cad, 0
8e1a, d0cf, 153b, c93a, 0
4d1a, 93d8, d76a, 3a4f, 1
c9a3, c2f0, f83e, 30e5, 0
a1ab, 3819, 7c40, 90dc, 0
02fb, 8d85, e25f, 11c6, 0
3bd0, 4631, 7c23, f33c, 0
d0fc, 3a0f, 04d0, 848e, 0
9037, e43c, 388e, 445d, 0
5df1, 12b8, c23e, 0dfe, 0
28a8, e132, 76df, 84db, 0
a53b, de51, 6d6b, d74d, 0
264f, 3a0a, a92c, 1e17, 0
b19a, 5ae4, 92ef, a4dc, 0
6673, 2a03, b43d, 83ac, 0
7af3, 2528, 0b05, 14aa, 0
0a1f, 15f4, f801, 1ee7, 0
c324, d3bc, c8d2, 1984, 0
f331, bbbe, 6835, d5e1, 0
8142, 1497, d870, 50c8, 0
e2c1, 451d, 0a5e, e419, 0
0d6f, b529, 930c, 619f, 0
6444, 3e89, f197, 8113, 1
63f8, eb53, c201, 84a8, 0
607a, 7373, b56d, 6ced, 0
e937, 7e1f, d922, 268a, 0
90cb, b2fb, ee70, eef8, 0
58eb, 5ec8, 18f5, 3f3d, 0
bc6f, 32bb, e09b, 8fc2, 0
8e7c, b9bd, 771b, b782, 0
574a, 199f, d320, 4147, 0
98bb, 84ec, 13f4, ba33, 0
aee0, 3697, a667, 594e, 0
9064, 05ff, 237c, add6, 0
1011, 3b2e, 1c5e, ca62, 0
6094, 080c, d708, 7e03, 0
ce21, 5dbf, 869e, e669, 0
26fd, ce80, 3b1c, 7057, 0
b936, 8171, ddb9, 7d01, 0
88f8, b051, eed6, ca43, 0
24f3, 6940, 9fa2, 6689, 0
0a1a, 6530, 6a4f, 554a, 0
7efe, 571f, d273, 2a6b, 1
4abd, 3a59, b9fe, 2acf, 0
33ee, 9777, aa23, 0fc6, 0
3f02, 131a, f675, 367f, 0
1300, b8d7, d892, 7882, 0
1ef1, 96ad, 43f4, 6a80, 0
b315, b0f8, 4c73, e224, 0
6675, 7ec5, 22e5, ca33, 0
9916, 80dc, c16c, c682, 0
cb9f, d114, 8064, 4754, 0
65e1, 332c, 5978, e349, 0
4700, c15b, 2cbd, 5a1b, 0
ad00, d040, 8541, 5a0d, 0
6ca4, cb43, d5ac, bbb6, 0
5767, 13dd, 4413, ca20, 0
b176, ed16, 0417, a7c0, 0
f6fe, 075a, 84fa, 7b8e, 0
cafa, 6b62, d1e9, 54d2, 0
2e36, 89ba, f56b, 1995, 0
bb96, edc4, 0df5, e948, 0
2eba, 9c4f, 020d, ac74, 1
2442, e38d, 88a6, 5214, 0
11c3, 9bb7, 8f70, 1a9f, 0
0f82, af6b, 64f9, 955d, 0
8817, 8bfc, e308, 0373, 0
2047, f4c4, a1b5, 07d0, 0
24ea, 6f69, 4b1d, 0a6b, 0
0ba8, 0832, 4f3c, e020, 0
5898, 86b8, bd38, 4b2d, 0
4c7a, 2038, f969, d8e8, 0
6080, 26fb, a0a3, 044f, 0
3613, 18a6, 832f, ceb9, 0
aad9, 01b8, e8ae, 7fc5, 0
69b5, 916d, b67d, 0b75, 0
451f, a4fc, 498b, 00d8, 0
d5c3, 60ca, 8218, 9150, 0
641f, fea8, 588c, efdf, 0
5795, 1a6d, 524d, ac4d, 0
b395, 0151, 344b, 8b6c, 0
442e, d301, 43df, afb7, 0
0979, 2401, 4453, e566, 1
860c, 1a0d, b570, 0c8f, 0
b689, 82b9, 4635, 675c, 0
772e, 64f6, cd06, 34d0, 0
9d2a, 8e6c, 47f9, 7c69, 0
bd3d, b020, 651d, e4a9, 0
b902, bc3e, afe6, 1006, 0
26de, 9088, 5607, ca2c, 0
7154, a72f, 5e4e, bd6b, 0
60dc, e231, 3beb, 372c, 0
a036, ae26, ea5d, 045e, 0
91c8, 895b, f882, 868d, 0
8a3b, aa51, 2418, 67df, 0
d9e8, 943d, 4172, b850, 0
3fc8, 516f, 685b, c4a6, 0
747e, ae9c, c659, 4e31, 0
e6dc, 5908, dd85, 9052, 0
334d, bc41, 4626, b1f3, 0
03af, c0f5, 2313, ee1d, 0
029e, 5743, 8c43, 86a7, 0
97cc, bed1, cacc, 241e, 1
a222, 1ff3, 7b95, 3a41, 0
13e8, d4fb, 2d0b, 20b0, 0
1ac3, 6664, f93c, 54fd, 0
4969, 4a22, 9c59, a9f6, 0
5cf6, 864e, 78ae, 7b91, 0
0991, 58f4, f6fa, 4ee8, 0
19b9, 13dd, 2ae2, 215a, 0
a267, 97d1, 8a5e, 393f, 0
a53f, 397d, 2254, be1e, 0
f863, f4df, 35dd, 31cb, 0
39c5, fec7, feba, 1b84, 0
3e4a, adc0, 4075, 8343, 0
d8c5, 5193, daff, 79fc, 0
8ee9, 4bac, 112b, 69cc, 0
eaaa, d2f2, 004c, fade, 0
f94d, cc19, 46a8, 1c09, 0
8e8d, 41af, 27eb, cd37, 0
20c4, 232d, 4222, 4334, 0
e0de, e5e8, 4ab8, d50f, 0
d49d, 6cc2, 8430, be46, 1
b070, 1614, 77bd, a456, 0
e67e, 04df, 8356, cec3, 0
32e9, 5902, 67ec, fee5, 0
269b, 0ed6, 6c9f, 8233, 0
a256, c1a9, bfd0, 0b07, 0
3709, 0616, 7764, e428, 0
66bd, c12e, 04cb, 0d33, 0
2591, a3fb, bda7, 26a8, 0
a5b6, 87a9, b911, 9231, 0
d214, 30fd, f402, 4fa2, 0
fbb3, 1291, 7865, 9266, 0
49e9, 0792, a12b, 9b0e, 0
7596, b1c8, a941, 7b5a, 0
fa30, f403, 823b, 1681, 0
01a7, b59d, 29bd, d35f, 0
14c9, fa30, a58f, 7e75, 0
41ce, 397a, b356, ebdd, 0
485d, 89f3, c5ec, c338, 0
b94a, 20e0, b77d, 5b8e, 0
a852, 49e8, 1699, 1911, 1
78b1, 9ffb, 511e, 6f28, 0
5e50, e7f4, b550, 0ec4, 0
8d7f, 82f4, a1fe, d80b, 0
bbbc, af7e, 5652, efac, 0
7bab, 4438, 2e5d, 3d13, 0
f1b1, a3df, be97, bc02, 0
c92f, f278, 2472, ad6b, 0
13ba, dbbf, 8fec, a841, 0
6717, d088, 36ad, 3a57, 0
e753, f294, 7f58, 2d0e, 0
f4b6, 7bd5, 3661, 8c4e, 0
8249, 3573, 75c0, 328d, 0
7b7b, 7eb4, 48f7, 84e1, 0
662c, a231, bfc3, 4fad, 0
f3ed, 843e, 81c7, 140c, 0
808a, 3db6, 0b1b, 6211, 0
14da, b095, 7f5b, a7f6, 0
ef70, daeb, 1f1d, 0b56, 0
345c, c83d, c3e9, e327, 0
26ac, e8ff, 1b60, e3b5, 1
8ff9, c871, 1af0, c503, 0
39f2, f71d, f721, a51b, 0
4b81, ca47, def6, cc83, 0
c291, 543c, 704b, 5b93, 0
e9c6, 91cc, 6995, 5b8e, 0
7099, e1c8, 7781, a3a2, 0
dba0, e7f7, 133c, cb2a, 0
9051, fa57, edb8, 5ea6, 0
45d0, b74c, 8169, 09a4, 0
af91, 5181, 8677, b24d, 0
6959, 6f41, 18c3, 57fa, 0
0543, 5ef0, a1c2, d256, 0
3889, fa60, 6feb, 6294, 0
69b0, 79a0, cf7b, 0af1, 0
6d26, af71, 54cc, f907, 0
e018, 1b46, 888b, 958b, 0
1aae, f521, 5c19, 9ad1, 0
1a38, b211, 67b5, 57bb, 0
cc8d, ce07, b06b, 6316, 0
e160, d15e, 03c7, fc78, 1
d026, 137a, 63d7, 1860, 0
2042, abb6, 93aa, 09ff, 0
9dc5, 948d, d0d0, 962e, 0
9518, 0c00, 6b52, 7d30, 0
b5b8, 555f, c6cf, 9403, 0
a763, a47a, 1fad, 96ab, 0
60dd, 6724, fde4, 83f9, 0
e4fe, e444, 01a5, 7449, 0
2e6f, 9c39, d44c, 0c50, 0
27d5, cd98, 83f6, 1b1f, 0
c7cf, 6e1f, 1dbd, 8344, 0
53e2, 99e8, 7ba6, 0c93, 0
5fbb, 3e4e, 1a50, 0180, 0
ca00, ed46, 02da, 4d95, 0
e703, ca49, fe74, 0256, 0
504b, c4cc, b5c0, 4205, 0
8cc9, 7de0, 2377, 7a9d, 0
98bc, d09e, 3cdb, 69cf, 0
d0d0, c079, c064, d32f, 0
6740, f1de, 279d, 0cac, 1
07dc, bb70, 157c, 76f9, 0
3b76, ca5c, 345e, 0c1a, 0
538b, b4a2, 029b, 0dea, 0
babb, 57d9, 1388, b19e, 0
6c2e, 9866, 7733, c500, 0
de11, b0d2, a5be, 6df3, 0
89be, 4358, 4681, 9a5e, 0
261d, b701, 3089, af00, 0
515a, 8bff, 9e45, be3a, 0
ebca, adba, 4252, 3ea1, 0
4e14, efe8, d560, be72, 0
b4f5, 3399, 2d3c, e955, 0
cfa9, efc8, e5d0, c3c4, 0
5f62, d52d, a22e, f861, 0
1634, fc67, 1ddc, e25f, 0
4076, 82d0, 4be7, b573, 0
4147, 8dca, 16af, 93d0, 0
872d, db77, 1093, 70dc, 0
246a, 44da, ae4e, 05a7, 0
3160, 1d45, 02f3, c7be, 1
fae1, 5c02, a0be, 74ea, 0
8628, 3419, 8071, ea50, 0
6079, 6b5f, ae81, 152b, 0
2da8, 1b99, c558, 3399, 0
51bd, d144, 9fb5, c9a7, 0
b228, 022f, 3cfa, a25a, 0
f4fe, 5cd6, 4f22, 5c96, 0
f2ef, 8200, 08af, ceb2, 0
ba97, 165f, 66ad, 5726, 0
9c61, 594a, 97e1, 0aee, 0
15a4, a696, 97d7, a8ce, 0
142c, d5df, 18fc, e559, 0
3e2d, b53a, 467e, 926e, 0
45d2, 01a0, 5b05, a450, 0
0711, 4ed6, 52a9, 2000, 0
dbaa, 85d0, cb6e, 8c8a, 0
d700, 770d, 2f88, 9ad1, 0
66df, d8b6, a015, b3a9, 0
2c8f, 163f, 26fe, 0e28, 0
d364, cb3e, c5d8, 0c62, 1
2a40, f3c9, 7bce, ab8e, 0
2493, 82df, 9f22, 6f09, 0
1207, 7124, e5c8, 2e53, 0
35df, 485f, 37e6, 422c, 0
acf3, 7627, 3838, f9db, 0
8c62, 0453, 2ecd, 7197, 0
7e51, 5b57, 04a1, 2c4b, 0
5f5b, 24af, 93f7, f9ef, 0
3fed, a8d1, 125b, ad9c, 0
50d9, 103e, e160, 2acc, 0
57d1, 720c, 49cf, ead9, 0
62a9, 7c39, 3c1a, a15d, 0
2f36, e891, 8b06, 2ec2, 0
e770, 732f, 1271, 0f66, 0
75e7, 189e, d2f0, 6589, 0
4c0d, d7ca, eb2d, c363, 0
2e55, 791f, b129, 14e6, 0
6d47, f3b0, b347, 12b3, 0
eda0, c97c, fb87, 9128, 0
fe4f, e4b5, bd49, 2d10, 1
79fb, 4905, 79a7, bbe9, 0
db5a, ea65, 67cf, 4d92, 0
5f05, 9cc8, 2c58, 761d, 0
94e1, 4d5a, 1631, a9bf, 0
6104, d820, eb94, 2619, 0
4193, 33f1, 09a4, 1dc7, 0
e7ad, 2643, e072, b7e9, 0
1d47, 802c, 9e51, 7ca3, 0
2cd8, c306, 7843, 3103, 0
5b87, bbaf, 41bf, 2247, 0
3e26, 53f8, 0ff2, ed26, 0
5a15, 0327, 6b5d, 5725, 0
fd51, e07c, a777, 74ff, 0
97b0, 252d, d776, 74d7, 0
ecac, aa2a, fab9, fe32, 0
c008, 1412, c59a, 46c8, 0
1bac, 123b, 5f7d, d9f0, 0
5bce, f025, edc0, 646a, 0
34b4, c45f, 4037, 2261, 0
26b5, 3114, 63bc, 1585, 1
52c4, 1773, b2db, c2bc, 0
6516, 33db, f745, 68d6, 0
e60f, 9db7, 4226, 8317, 0
f51a, 98d2, e951, 39ad, 0
fa7d, 1ff6, 5576, 5b44, 0
e66f, 62c1, f4b9, 05e6, 0
5811, a314, 69a7, 17b7, 0
d73f, 27a0, 98ec, fef1, 0
f200, 4ff5, 6b53, 8f99, 0
01a2, 0ccd, 1ee0, 23b9, 0
d8e7, e9e7, d3f5, d210, 0
7ba0, c730, ba9e, 7e3c, 0
2d88, 2c77, fba1, bcc8, 0
b07c, 1b7e, 9831, 25d5, 0
bed4, 20df, 6bc8, aea8, 0
98db, a612, e693, d053, 0
24d6, 8e14, f1a3, 0b71, 0
791c, a06f, 912b, d1e2, 0
2ccc, e6c1, 0926, 9a62, 0
0bfa, 05f8, 0dd5, 42c0, 1
361f, 28a7, 5d9f, 4e4a, 0
41e1, 09eb, e7b6, b046, 0
4afe, 8a01, d2e8, f08c, 0
2c28, bf29, bbaa, 01e7, 0
9ea3, 243f, bd12, 0033, 0
366f, ace9, 74e0, 200b, 0
dfe0, 5b18, 1ea7, 6d14, 0
bb0c, ee9d, 8ea3, 8232, 0
467e, 7383, 345c, 7bab, 0
f158, 1cfc, c3f1, b2a6, 0
37ff, 20ce, a2f0, dafd, 0
78d1, 5c3f, 25da, 7c54, 0
5a4b, 6adb, f761, fbb4, 0
ce28, 0d4b, be09, ab00, 0
71a4, 51d5, 728b, 7567, 0
70ef, f4fd, f9aa, 7a08, 0
f589, 784f, f349, cdf2, 0
4862, 8180, 4788, 2a95, 0
ef78, 97e5, fcd5, a7b0, 0
0b01, 64da, 9eff, edcf, 1
a2e3, 19d1, fbe4, 6390, 0
cfb6, c11a, 53e3, d7fc, 0
b649, f176, ef6e, f909, 0
3b34, aa01, d0c6, 2c48, 0
597c, 16ce, 347b, 9c35, 0
ffb8, 0632, 09d1, a323, 0
2b60, 3efe, a1a2, 56c6, 0
ee1a, a511, 42dd, e4da, 0
b9bc, 4c2c, e95d, 5495, 0
cc60, a9eb, 4275, 8583, 0
7ea9, b80e, a92a, 797d, 0
51e5, 84ec, 29ef, 9b2a, 0
d02f, 413d, 993d, 3741, 0
6fbc, ea29, 458a, 74d9, 0
33bf, e6bf, 85c5, 5603, 0
5cad, 4fae, c9a5, e5e4, 0
9c52, 88f0, 34b4, 4818, 0
bb21, 2fcf, 4feb, f8b5, 0
f9a6, c101, 389f, d389, 0
6b02, cf61, 532d, bd06, 1
3957, 5e33, 270d, a136, 0
430d, 794a, 7c61, ec3e, 0
d2b6, eeb1, 7b99, e990, 0
3818, 4939, f29a, bc05, 0
b66b, 190f, 7af7, d5c4, 0
cb8d, 278a, 588c, 1b4e, 0
d0ed, 8fb1, 891f, 0008, 0
b1a4, db32, ec7c, 519d, 0
c515, f615, 7541, bce5, 0
8fe2, d6b6, 4f1d, dc8b, 0
ebad, 8a20, ccac, f60f, 0
5905, e699, b9da, 3deb, 0
d9e6, 5830, adb9, 29fc, 0
6ce4, f4db, e31c, 9af9, 0
2b23, 4d1c, bed7, 995f, 0
10ab, e0a9, ff77, 292a, 0
abbc, 0ef4, e845, 2e58, 0
fd6e, e726, 4b7b, 2ad6, 0
71fc, 3daf, 1046, f657, 0
2e3b, 4aae, 22df, 7228, 1
1716, f7d7, 122b, 944d, 0
57a7, c8e1, 84f6, 80af, 0
5dce, 5a62, fc36, 0ac3, 0
3794, f4c6, b2f2, 1c8a, 0
58d2, b3bf, dd53, 5cae, 0
a374, 5585, dd3b, db2b, 0
a25b, 8093, 0995, 58e1, 0
c370, 5a5b, 4473, f3b7, 0
c1d4, f816, 63ae, 4193, 0
a26b, 3af0, 85e9, 54af, 0
5d0f, 1023, 165a, fc4c, 0
14f3, 87ad, 842d, 1084, 0
70eb, 5f72, 8be6, be9b, 0
ff5c, f03b, e188, 6cae, 0
367d, 3719, 2da8, f7a9, 0
8fc5, 90fa, 04ac, 2522, 0
8b97, 7134, 6f26, 6e18, 0
6e20, 4891, 74dc, d90f, 0
819b, 735c, 50d8, db32, 0
e395, df92, e9d6, 4219, 1
b30e, f9dd, 4e7b, c073, 0
fca6, 8040, 51f7, d1f7, 0
19e9, 92d2, d914, 1d00, 0
0eb5, f564, 7f41, 3c85, 0
5f79, 179a, c737, 7dca, 0
3e01, ead1, fbf4, 8514, 0
d33c, 33cf, 4881, 682a, 0
8b25, 31d1, a925, 3bf3, 0
daba, 1e14, 5f06, ab3a, 0
4283, e8b6, 43d2, 7145, 0
777e, dc66, fe79, bcf8, 0
