real_A1, imag_A1, tlast
f65e94, cf614b, 0
b1eb16, 35d170, 0
4019b9, 2dc1b0, 0
6ec46c, f03d86, 0
cdd9e5, f2fb8d, 0
72f5ae, 7e4674, 0
79b8f4, 77a1e9, 0
342c49, 197be9, 0
757659, 3404f3, 0
0b4be7, 7f3a37, 0
7ad502, 10d32c, 0
e3beed, cc660c, 0
be5a6a, 37a39f, 0
2c96fc, 88c544, 0
6a2252, aff200, 0
f33e88, 6c40a0, 0
bfce00, 68796e, 0
1a7f6f, f24d92, 0
4d98e3, e101bc, 0
6b1f8e, 914ff0, 0
b54110, 6a0ef8, 0
5a9125, 486813, 0
8d0e7f, b96de5, 0
7d1c44, e01893, 0
6f3bdc, 27b008, 0
8d9057, 6e28ad, 0
5c6ed3, 8c6bef, 0
8936a2, 79068c, 0
96e6e6, 0ef6a0, 0
85fccb, b3be4a, 0
76b840, dd58fc, 0
9384b5, ad4132, 0
c55b87, 82facb, 0
98e4ab, 3f38a2, 0
69b989, b479ef, 0
cedfae, 0f4c38, 0
650708, c9007c, 0
4c84c6, 3abf0b, 0
315af8, 5a8c86, 0
1e99d0, a0aaff, 0
204c1d, 7abce3, 0
7c9468, 4c2099, 0
5e2593, 2eed4d, 0
b2c1e6, 22e02f, 0
7cc568, 0bdba7, 0
7c0098, 1f8914, 0
37697b, 6de630, 0
fa298a, 8a25a6, 0
d88fec, a861a6, 0
b4745d, b3e53a, 0
a1fbf7, 069bd9, 0
81f7b3, 713492, 0
ebfe73, 9f2fa5, 0
295bb6, 064b6f, 0
e4f1a8, 4c838a, 0
624632, c207e3, 0
fccf5d, c330bb, 0
158d83, ada7d4, 0
b3b14e, 80ac67, 0
497cde, a00fe5, 0
1e33d5, 1d99d0, 0
faca96, 30c40b, 0
e7adeb, 2ac89c, 0
87d412, 75b9c6, 0
a2afbd, def093, 0
835c30, 20662f, 0
e50ebb, 328857, 0
774f0c, b6fd0d, 0
63719b, 2cc22a, 0
6e4a0e, afdd5b, 0
2560af, 6a9dd5, 0
5410c7, c74cb0, 0
48d7fc, 8460b2, 0
882030, 9204d3, 0
b34e53, f691f9, 0
305a81, d0212b, 0
f1885a, cfcf89, 0
7b915d, d50994, 0
9d9261, e65f8a, 0
49d97a, a94c86, 0
08b0e9, d0e1e7, 0
9bd700, b2dea2, 0
4be302, 96c117, 0
9d8ed8, 5fc696, 0
77b391, 1a26ec, 0
293e57, 45e40b, 0
e5143c, 91d3e8, 0
dad59a, c5ab05, 0
44fc5d, 2b3890, 0
0d40ab, acf3f0, 0
609d17, ab46b4, 0
bb4784, 8ebe1b, 0
ab833c, 3f89e0, 0
f4a244, c1c6a3, 0
5b4cb6, b4c214, 0
a5f703, b47098, 0
2f8e87, 3148b2, 0
658301, 561830, 0
e439bf, 25412d, 0
2c9a05, aefec6, 0
1dc250, 0c2b6d, 0
a101a1, d7d260, 0
0ce0b8, 2e0ca5, 0
2b581f, ed13de, 0
c68e56, 25f28c, 0
47d620, c95780, 0
f238b7, dc431e, 0
bfe022, 18144c, 0
e7a148, 2f1873, 0
b12368, 26b4ac, 0
c18a01, a9fafe, 0
11b5e5, 4465a2, 0
3cbc4c, 3b7d08, 0
639dee, e298ef, 0
c7ffef, 5156fb, 0
91f2e6, 39bf9e, 0
2d3c04, 4de19b, 0
241502, b198f0, 0
13cdf4, 667305, 0
7ee695, 2a0fb6, 0
b4e90f, 287ece, 0
4c0f7a, 980aeb, 0
d3369f, 090a27, 0
92cb78, 8ce1a4, 0
7428d8, 926e39, 0
eb2f95, fefccf, 0
782992, 7c9745, 0
fa9b6a, 2beb6d, 0
11331f, 22c804, 0
4f8eb6, e69a70, 0
94dcd6, f755c4, 0
5b84c5, 652fe4, 0
690e33, 6dafb2, 0
7f908f, 2a99d4, 0
e24cdd, 3e6813, 0
43cb8b, fd7f58, 0
70dd89, 00cbc4, 0
d34919, a07a3f, 0
f69616, dabde2, 0
f662a3, d5bb3b, 0
80371a, 3c41e3, 0
141d06, 9d9434, 0
46a490, 22b6f6, 0
95ae97, b0a465, 0
31acd5, 477bc6, 0
69a0c0, d8132a, 0
6b6017, 9d705c, 0
41165f, 9393db, 0
38e36f, 5299fe, 0
dcad75, 5019ee, 0
3dce76, 776dd0, 0
d53673, 825501, 0
46ad99, efef58, 0
fbb139, 2a8d97, 0
1e981b, b6d0d4, 0
5c5a7a, 2ee9d3, 0
6ef057, 34e978, 0
2b5de2, 27804d, 0
878c42, b9c01e, 0
c95228, 5e2f6f, 1
4f71d7, 79cf03, 0
5a44d9, 9aee71, 0
2811dd, 908a6b, 0
aa8af5, 4085fd, 0
4c041f, 75b908, 0
2eb111, 5bbe14, 0
ac1e90, b0b670, 0
221cf2, 2f5db1, 0
17bd0a, 61b834, 0
3cc811, 04d997, 0
d76efd, 759ce8, 0
bccf8a, 4964e0, 0
d04efb, 0eed98, 0
4acf40, dc32fc, 0
6f02c1, 519c70, 0
ac38f6, b46e21, 0
9fa27a, 7f518d, 0
03b063, 7f8040, 0
ccbfd0, 2a3c91, 0
1974ba, 1f550e, 0
85a88b, eea9a3, 0
ae983a, 211f40, 0
74448d, 878ece, 0
3ee0c7, 4acd1d, 0
e461fd, d0401e, 0
50fcec, 39d085, 0
5a06bc, 91e385, 0
4efc55, 2e0059, 0
f68edd, 885a0f, 0
f984f4, 581bea, 0
5acc94, 3251f4, 0
bac092, fa00f1, 0
1c8505, 955b38, 0
667a4d, f76534, 0
08ff66, 36cfac, 0
5152b8, fc7eb7, 0
56b75b, 482780, 0
b16ec4, c801c5, 0
81b943, 619ebd, 0
e31776, 10b974, 0
0747e3, 52fc8f, 0
564a79, 3918f2, 0
d1423b, 4bfe01, 0
6871e1, 6880a3, 0
267646, 379a4d, 0
ad314b, 459e95, 0
6c41ad, 2927d2, 0
834df2, da1401, 0
8a3ffa, 9d207a, 0
248cb9, 772c6d, 0
0b330e, a43977, 0
3c0e81, f19450, 0
f5809a, 284cd6, 0
cfb8fd, ffded4, 0
a765aa, 3c8ba4, 0
2f4535, e72580, 0
da311c, 66df99, 0
4e84fc, 209938, 0
5adca9, 2ffe47, 0
156db0, 38ee7b, 0
217048, 5b6e96, 0
491995, c70396, 0
899fcc, 3e922c, 0
aed1c7, 066e07, 0
df3328, d6b26c, 0
984a6f, 2503e9, 0
157c00, 262cd5, 0
ba3267, eb3c53, 0
51c617, 784f5e, 0
de0079, 5bbc74, 0
c159ba, bd12fc, 0
7c3fc6, 2b5d60, 0
9df523, 570071, 0
af0478, 3273f1, 0
1a772b, cd4d03, 0
879e20, 56ca8a, 0
1f6fa2, 2faaa9, 0
f7bf07, a77a6e, 0
70bb08, 9569d8, 0
66ac65, 4dc12e, 0
2847ba, 41126b, 0
973626, 16c478, 0
2c03ba, d054bf, 0
e26340, 256877, 0
2777cf, 3310c2, 0
f33e71, 7320f8, 0
5bc84e, 4b5dde, 0
29e9a0, 67915a, 0
52e4fc, 3b06fa, 0
43a29e, 6d37a0, 0
228ebf, b0452e, 0
5cf4ad, 6f10b4, 0
1e725d, af52db, 0
9189a5, d49ee1, 0
1c365d, ec44ef, 0
6a7385, d93702, 0
dc73bf, 614d56, 0
b66ff5, 933209, 0
ea0b39, 4610dc, 0
5ed78d, f4a823, 0
21c8fe, 15c407, 0
2d064b, fe2f3f, 0
063c96, eda317, 0
9a111a, 990724, 0
3ad973, 5b1bfa, 0
80864b, 9400b9, 0
89f0aa, 7ec569, 0
717959, 2cc1ed, 0
0348b1, c2555e, 0
9dda93, 84ed63, 0
3a5635, 0c151b, 0
957e16, 36256d, 0
34aad5, ec1549, 0
682ae0, 1009d6, 0
19330d, 811ac3, 0
761d8c, 28becf, 0
4d4181, d34eb1, 0
953780, 81625d, 0
7f9903, 79f072, 0
e4ec8c, 171ed4, 0
3cce46, 4be2ff, 0
72f2af, 21e8f9, 0
e20fd6, 8c5422, 0
fa3ea7, 94fdcf, 0
720b89, d8838e, 0
024d00, 65c1bb, 0
07d641, 267109, 0
2e859f, 92950a, 0
032790, 492f6f, 0
0ad44f, cbb586, 0
9b0d3b, c4fb27, 0
aa02be, 21e17b, 0
3ff456, 616820, 0
0d0182, 2a20c2, 0
49e822, 571802, 0
a93404, fa2893, 0
bd9f05, bed066, 0
8b8eb7, 87e4da, 0
477979, a2fbc1, 0
356310, 774d4e, 0
934b05, 427ad7, 0
d7d559, 66abf6, 0
0a9924, 840917, 0
bfeae2, f98d1d, 0
7f8a95, c69588, 0
15ef27, 0923a0, 0
2da690, 4563cb, 0
2a3b64, 48a67a, 0
e7befa, c3aa9e, 0
309936, 8e639a, 0
318896, 9abb61, 0
110735, cb6b24, 0
f61aa9, 6ca72e, 0
06627b, d3edd1, 0
6dc134, f0e757, 0
00a9fc, 4d44c7, 0
d09f50, a249d7, 0
618e32, 2fa80e, 0
74e95a, 7e988f, 0
5b0905, cf8cb7, 0
e0f96e, ce135a, 0
6d97d9, c7ff3b, 0
a880b5, a13b68, 0
7f7b32, 475103, 0
ca09dd, c832f3, 0
a93e34, d925c1, 0
881dd8, 234a48, 0
34f08d, 363c2b, 0
d8146a, cb6482, 0
0c5937, 4b99cf, 0
19934a, c6b8b8, 0
542383, 675aa1, 0
dee510, fd8248, 0
bcced6, 68c589, 0
8a5423, 9824af, 0
474de0, 5b479a, 0
c876f3, 657feb, 0
cbe795, 86cc0f, 0
057a5f, ba4109, 0
8b5e83, 7e67b5, 0
618948, 0bf51a, 0
0320d8, c351eb, 0
a049e1, 1a2071, 0
e90c44, dba32e, 0
08aada, dcc9a6, 0
1b8ec7, 89ab30, 0
4ccf8b, 509596, 0
fc1a5b, b677e8, 0
b00444, 78cf26, 0
654d96, 3b283b, 0
c5d6cc, a10a66, 0
ff53d9, e8db82, 0
e83e0d, 33a4d7, 0
683495, 852860, 0
669443, e6f2e9, 0
52801e, d3e098, 0
11cfdc, 362fc5, 0
92de68, 2353cd, 0
63f22b, 219185, 0
ab076a, 209a42, 0
114f6f, de5692, 0
2f8571, 789e00, 0
f72d62, 9e9e9f, 0
1632c3, 8e1afd, 0
045e37, 0b12fe, 0
97442e, 429370, 0
78ae39, 033d78, 0
ca9fbb, e9319e, 0
152f83, f6b259, 0
9a2ce4, 0434de, 0
16bcfb, 117c8d, 0
d07aaa, 4402da, 0
8e343b, 76f163, 0
e14192, be1bc9, 0
cb9a86, 33826a, 0
973f6b, 7ee6a2, 0
71cfd3, 14238e, 0
50b559, 0254ad, 0
f4322e, 230d7d, 0
84cbdf, 2fb938, 0
903b05, e8c810, 0
21a2b5, 6b71e0, 1
5fb4b9, eda355, 0
8334d8, ef3623, 0
880b0d, f2312d, 0
af0b88, 66323c, 0
769ede, e000dd, 0
2b5d45, 7f894e, 0
a068a8, 8932b4, 0
ae53ba, 1bd84c, 0
d3053d, aefa9b, 0
422d45, 0aa1ff, 0
72109c, c35b76, 0
ad81df, cdd6cc, 0
95e323, ca4b11, 0
cdc934, 69cbf5, 0
4c002a, 7a1330, 0
223eaf, 60487a, 0
006f70, 487440, 0
2bf7cd, 523580, 0
9f9f8f, 362317, 0
3413f1, ff4219, 0
62f478, c49e8b, 0
6b32b5, 420384, 0
0e275e, 814c7c, 0
1fe5f9, 11630b, 0
48cc6d, e861db, 0
cc7d8d, f5ee4f, 0
dba001, 47f7ec, 0
623958, 621101, 0
9328ca, 72b7da, 0
06fbaa, b77f47, 0
b36784, caa48f, 0
a3a5e1, db09b7, 0
6dcadb, 32e825, 0
42196c, 8f1b58, 0
a9b5e8, 0ac6e5, 0
816451, 2d8fb0, 0
6a88a9, 716e93, 0
1c01a4, ace12d, 0
11c5f5, 8bba2a, 0
be645e, 75b7e4, 0
9608d6, 49adbe, 0
14a1b4, efb957, 0
77e95d, de5e2e, 0
341991, 87c284, 0
70abab, e25d9a, 0
7b5ad5, ad72fa, 0
38a855, b2cd6f, 0
031e8f, 4614de, 0
f20224, 536cdd, 0
2deaf0, c7cdc1, 0
9ed009, 30f178, 0
886cf0, 2f3f02, 0
3dea9a, 38823d, 0
7b77e1, c5bf06, 0
6bb4db, da752f, 0
c39028, 71ba97, 0
ea7056, 8098d0, 0
d6992a, e6a45f, 0
4c275c, 984ecd, 0
4ee8a6, d52800, 0
4a3f48, 1ac4f5, 0
4fce8c, 40251f, 0
cdfbe6, f490d5, 0
9c7748, fa9612, 0
19cdf5, 90f105, 0
0be5db, aaee68, 0
06fa77, 77ab42, 0
483ce9, 10615d, 0
2f9671, d7eb66, 0
0c5307, 9cb643, 0
b48174, 34eef4, 0
7f35d5, e740d2, 0
a0754d, 4058ec, 0
4d7142, f21a05, 0
6eaf7d, 6550b0, 0
7687b4, c1ac0d, 0
3f2e08, 81c34f, 0
a6de2a, 50b2e5, 0
baf9d9, 356fd0, 0
635664, ec3367, 0
9542e4, cfa0fb, 0
ee4f06, e9e584, 0
ee2f99, 4bdbcb, 0
49bfe7, e50625, 0
25e77c, c79dcf, 0
c2d4db, 1ce7f3, 0
4b9940, b018d5, 0
89cc68, dc4106, 0
ebe9de, d2927c, 0
c7a9fa, b4f5ce, 0
2247eb, b7540a, 0
8382cc, bfad85, 0
d3fa57, 2f9a87, 0
3f1249, 5f8e79, 0
bad458, 43661f, 0
aeedac, 78b0d0, 0
f889ee, cc60c5, 0
0f6ffd, 4aeb28, 0
6ef4e3, b9b435, 0
b18b1f, c161bb, 0
085569, 33e6d6, 0
1e25cf, ed2c3f, 0
2e668b, 99ab98, 0
baf10b, 044d12, 0
158800, 06030c, 0
9cf09d, 461f33, 0
8a753d, daae12, 0
66a1ae, 10310d, 0
a58155, f6e6ae, 0
ca265f, 2e16a5, 0
c92fe5, 36cfbf, 0
b36d01, b73f51, 0
21c61a, 98f545, 0
47bae3, e8568f, 0
281cc4, ef0682, 0
e17794, 84e7f2, 0
49c3ca, 1514a1, 0
bb30b0, f9975b, 0
d6f0d2, 6345c1, 0
923e80, d1974a, 0
eec74e, 3d47e3, 0
a5b3ec, c1f253, 0
a3258b, 3a535c, 0
b02000, fe5fc7, 0
947145, 5455ee, 0
6596a3, bfdc94, 1
b43192, c50fed, 0
969a0a, 6b6904, 0
4bc236, af64a4, 0
f8f9c1, 15719e, 0
e21c60, 8f626d, 0
d15518, 8c6065, 0
b7f021, 60a540, 0
a5a62a, eea3c5, 0
8b2275, 474e90, 0
ed4225, f27b0d, 0
f6069b, 7d128d, 0
4d2bb9, a4179f, 0
3f6347, 717e80, 0
629898, cb3bbb, 0
387e00, 8de933, 0
c13aa6, 674c55, 0
6e9dfe, a4fd8c, 0
58acce, aef7c4, 0
876a29, 229db4, 0
f68f29, c3ac2f, 0
510b60, c53765, 0
4f2fb4, 2cbde5, 0
871160, fb05bb, 0
af3059, ab9e75, 0
e162ed, 2592eb, 0
fe9d52, 64bd5f, 0
a83033, 8cefc3, 0
474154, 0812b0, 0
fe96a3, f0daee, 0
c0e671, d47d80, 0
293c3b, 98faae, 0
7eaee9, d82001, 0
464b5d, a72682, 0
63d14a, 80c01e, 0
7b31df, 83164b, 0
dfb16f, 92e9ca, 0
8af673, f69564, 0
033853, 6a63fc, 0
fb9638, b27013, 0
89033e, 1f1e4e, 0
9e71b2, 1574c9, 0
cb1425, e15f2b, 0
7af8ed, a5cf3f, 0
9c8077, cfb9dc, 0
f01544, c30fea, 0
1809cc, 81930c, 0
f5226a, 6fe72a, 0
df6c99, f8ece5, 1
51964b, 58367a, 0
06098c, 2a74e5, 0
33fcf5, 542fbe, 0
f31230, 8f960c, 0
c89685, 95bdd3, 0
a809c3, 62f9df, 0
24d468, c12781, 0
a6c579, 8ec73f, 0
1c5e84, 577c3c, 0
8b3e98, 5d893b, 0
594caa, 2e9df7, 0
f55d40, 68830b, 0
c980b3, f09632, 0
6235a8, 4b9e4b, 0
daf2be, 50b3cc, 0
1f98b4, 45dff6, 0
d99713, 65fba1, 0
1e8298, e03024, 0
e2ab77, bc643c, 0
3f4f39, 14e7c6, 0
edffe5, 86bef8, 0
3aae3e, 16a614, 0
06c2f4, 0c8933, 0
605571, eeeccc, 0
383be7, b2875e, 0
ca3eeb, 3301df, 0
fcade2, 51ec46, 0
e8f097, 28bfc2, 0
a8fac8, 391738, 0
e6ac07, 90cf37, 0
312445, 0affa8, 0
f2904c, b0bd96, 0
af42cb, 9dcd3f, 0
380ef7, 96200d, 0
8fdfb0, 9b1048, 0
9e5c25, 0c997a, 0
b7406c, 87602e, 0
77da4e, 353f3e, 0
a394be, f6a32b, 0
a1a89b, b43a04, 0
ba45a9, 78aed4, 0
11d3fa, fd218d, 0
843326, 954390, 0
3b273a, bd2695, 0
1bc109, a3eae6, 0
566883, ae1640, 0
c51903, 80cd49, 0
b4f975, 719bf5, 0
7fd795, 8dfd9a, 0
913f8e, 9be16f, 0
5a9781, 073a09, 0
17665d, 8bfed0, 0
ff5b8c, 7b285e, 0
ebad72, 8159c1, 0
8679e8, d181fa, 0
20da32, 1c3af6, 0
e0621e, 534e82, 0
4b872c, c39fdb, 0
8c7625, 48f123, 0
6390da, d6a179, 0
1ba941, eafb03, 0
13b6c1, b8b599, 0
6b9002, 5fb93b, 0
8e2429, 147c54, 0
dd5d00, 2ca9a9, 0
2b1f7c, 94a62d, 0
998d74, 708481, 0
2ef9b7, 08e76d, 0
7afd7c, bf69b4, 0
2e1b86, 0a035b, 0
a21585, d1c81e, 0
66df45, 2da507, 0
85e578, e5119c, 0
f4cf1b, 53d618, 0
b2231e, 0dfb12, 0
060b43, 2bdb09, 0
e8a76f, 22f016, 0
7db2a5, 4d2351, 0
1c127a, 3d7571, 0
cf3b27, e2ab37, 0
c6a6ee, 593631, 0
3de023, 9484d0, 0
69b75b, 59810d, 0
466e92, 20289b, 0
2b761b, 9612ba, 0
c69d42, 681ffc, 0
2f9023, 126c31, 0
0dcf51, ef0717, 0
de553a, 74fbb3, 0
b862cf, e85166, 0
886ef1, f7bad9, 0
87029e, 09b84c, 0
a98b9c, f561dc, 0
a6eaa7, ddd843, 0
ddba46, d73cb8, 0
a60880, a43222, 0
a4cc23, 064355, 0
07a1d2, 123d38, 0
8ff1ac, 43b9fb, 0
744665, be2f16, 0
83c088, 734232, 0
a88234, 5994bf, 0
9acac9, 81e79f, 0
3ac97d, 3b1410, 0
77c4b8, b84440, 0
5f7515, f9cd66, 0
ea0fdb, d998ad, 0
d4f2e4, 57afed, 0
aa318a, 52dfc9, 0
e3e55f, 281b2c, 0
5f6775, ff1c4d, 0
748961, 4c8c76, 0
6bc474, bb01fc, 0
53856d, d2a432, 0
107dfe, 81a991, 0
527e09, 8cafa0, 0
b59e67, 523596, 0
970f4f, 8be02b, 0
be63bf, 67b0ca, 0
31dfa1, c30510, 0
af62a5, 3e0e3f, 0
84163e, 4b533a, 0
e09a96, e93084, 0
3afc8d, 867207, 0
2d22a2, a1db9a, 0
6b17fd, 15e014, 0
e7bb36, 23c07c, 0
68936d, b49f62, 0
14619f, 981f69, 0
ba554e, a23247, 0
6418a4, ef76f6, 0
40d33e, 8c520d, 0
a6f6b1, b7bda2, 0
38e264, 744891, 0
86ebb1, 265218, 0
14e982, 55af4e, 0
7e2e33, 43366e, 0
a25069, 39b30b, 0
e364ce, 95ee82, 0
018122, 5cb2fe, 0
f0d0c7, 15798d, 0
6dfecf, affafa, 0
3c18bf, d1f7de, 0
d67886, 0d2421, 0
ba23df, 7ce022, 0
efec24, 298ee4, 0
94fb56, 14cc05, 0
e3be38, b1c885, 0
09fd33, 2fc854, 0
a9a6a5, 065c1c, 0
dbd785, 7e66ac, 0
595f79, ce499e, 0
e8721e, 2744a1, 0
a08ed1, 4487bf, 0
f95840, 2a8761, 0
cc11ff, 34c870, 0
edcb63, f3be4a, 0
b69c4c, 89798f, 0
12245f, 49cc27, 0
a1c370, ab4024, 0
cdfbd6, 36dedf, 0
29fee2, ed1a31, 0
7e6c46, 5a3b4d, 0
7f2eb1, 45b9b2, 0
7853d1, cb8d9f, 0
82d89b, e49f2c, 0
c1ce1f, 21645f, 0
c77b35, 576a35, 0
ca85e5, f56035, 0
dde682, c54919, 0
a34f80, 74bb9a, 0
d2f94d, ddc684, 0
7fd9fd, 8b16e8, 0
51f462, 33d6e8, 0
6438d3, 574a6c, 0
006db1, 96512b, 0
521d0a, 37c6fb, 0
461feb, 75b743, 0
756d59, 3d41d0, 0
91fa52, 7b01f5, 0
611a41, c817a3, 0
5c7f03, 0402ab, 0
0bf2d2, 998e3e, 0
edddc9, ff21c7, 0
a66f68, de775f, 0
06a951, b995ce, 0
9c02a9, 7b9f4d, 0
39cf05, 526537, 0
3d42e2, 628789, 0
99394c, afe8d6, 0
0f213f, b28f99, 0
fc41d0, 3ddcc1, 0
3bad54, 0c20e4, 0
54d2c0, 8a5b94, 0
b5f065, e208d0, 0
6abf17, dc59de, 0
5f250b, e4314e, 0
8cb835, 72aef4, 0
7137f3, 6ed277, 0
d0a72b, 87ad25, 0
33db49, 89b3bc, 0
d8db7f, 054855, 0
172ee1, 16f2ab, 0
7aefa5, 3e70d7, 0
8e30dc, 040699, 0
12af0b, 7ba0e2, 0
b93953, 3d711c, 0
c5463e, 9d9084, 0
8178de, 4e7867, 0
827864, 9a8590, 1
6055cd, dbabea, 0
4c9017, a470b5, 0
7a593a, 65cb1a, 0
9a6eab, c76469, 0
f69525, 9d8319, 0
1a8f0f, 1b5de5, 0
f4ef02, 29961a, 0
0cea0f, 972db4, 0
c088f2, 7c9f14, 0
bea829, ee91bd, 0
71d3ad, 98cb1c, 0
acb880, 92aaad, 0
fadcf0, 0941c4, 0
9750d8, e261a2, 0
856a75, 92d3a2, 0
f5a1b1, e876fd, 0
3f103e, 8cd077, 0
f39b30, 2948f1, 0
995361, 10f685, 0
4f29f4, 7d000e, 0
5c6f36, bdcc2a, 0
48843a, dd5183, 0
28ca94, 6001d8, 0
2b386a, 364401, 0
d7ed5d, 5bba5a, 0
2acec2, fec402, 0
acd861, 4a587c, 0
7d0eba, b3d31d, 0
0a9059, 7485cd, 0
539b84, 9c212d, 0
d3eb2b, cf6ba5, 0
b7f24e, 08596a, 0
8ca615, eb9d89, 0
a6611f, 7fd9c5, 0
03baa4, eed238, 0
5176df, 41f300, 0
975fda, b7c7a2, 0
e8b662, e958a7, 0
fe047b, 63d5b0, 0
463f2c, 394aa1, 0
337758, 745762, 0
29628f, 38d7d6, 0
1c3f02, cf2aa8, 0
4fc41a, 373de8, 0
3ae2b2, 40d9dd, 0
53ac17, c4a57e, 0
9ede13, cdadfa, 0
bbc6d2, 54b5f4, 0
bd3c82, 6a1fb2, 0
eaed3b, 762106, 0
993126, 67ea41, 0
5d28fd, daea84, 0
e3b09b, dfa038, 0
6515b3, a8a7b2, 0
a5aa23, 16b91e, 0
72f386, f0ef14, 0
2209b3, 7b94bb, 0
dffdd4, 083aa4, 0
e8f2e7, f6062f, 0
22a357, 536ba8, 0
abd018, f2003a, 0
9e8fc0, f5779b, 0
d24fa8, c002a3, 0
377348, 3d8662, 0
5aac5b, 6651ef, 0
2e6cd2, 706735, 1
0db12a, 994a63, 0
9d2821, 93d8b7, 0
8c6ece, 7e3a2f, 0
6722d0, 669cb1, 0
0eb4e8, 29049c, 0
b6114c, 3714f0, 0
83a96c, d60772, 0
b3bb4e, 2372e1, 0
30491a, a4e197, 0
2a7835, 8db026, 0
3006d0, 2f635b, 0
076a5a, c7586d, 0
ef8060, 14d440, 0
4a36c8, d6021c, 0
0f0b56, 718f33, 0
83dfff, 2614c9, 0
49e507, f65393, 0
ce0f55, 90bc03, 1
c9d066, 084ff6, 0
ff0ae7, b16380, 0
f7705e, 17fd4c, 0
7e566d, b8f209, 0
17e08c, 8ffbc7, 0
d14492, 578500, 0
4fb1dc, 1badc9, 0
b05e9c, 5d1529, 0
1ce785, 259e2f, 0
16f00f, 4beba9, 0
d7527d, 38d3bb, 0
6b70e9, ae44d7, 0
92ed31, a8d76a, 0
1cbc1a, 5c76ca, 0
cc1868, 8cc660, 0
92b3fa, 748fa9, 0
763350, 2584bd, 0
9aa9de, bbe73e, 0
464823, d100df, 0
1fb1aa, 2203a5, 0
ac05e1, 4745bd, 0
512bc7, 4d9f95, 0
5b9fb9, 03babb, 0
f1b94f, 5691db, 0
3326c6, 93b711, 0
6d5c31, 9c7180, 0
922391, 638ece, 0
33ec0e, 32a410, 0
703649, c795eb, 0
51a02a, c3242c, 0
aaccb0, 81954a, 0
6f0e2d, 336453, 0
dad3af, 776af2, 0
e02368, b8f3b8, 0
b9c68a, 7af62f, 0
7107f3, 470b73, 0
28174f, 806d3c, 0
6e0c3d, bde10a, 0
a68684, fb3986, 0
d07d09, 8296ac, 0
a24f73, 1693d6, 0
7f3e5e, e6df38, 0
cf29a1, 7d27a7, 0
e21fc8, ca69c1, 0
ed59b3, 14620a, 0
6d44b9, 05ff16, 0
b5c518, 8b1fde, 0
5c9227, 11c771, 0
d5b715, 11e65b, 0
2cf5fd, b53c07, 0
83956c, 365ddf, 0
91eac7, 8b79e6, 0
6079b5, cae162, 0
bdce83, ec8b1e, 0
178a9d, 7bac12, 0
6fb16e, 57c404, 0
0f12c5, 8f14f8, 0
6338a3, 9aba17, 0
355539, 547cb8, 0
3e4c08, 623578, 0
814a4b, 71ac9d, 0
404f00, 2d223b, 0
491a56, d12b4d, 0
f7358d, 7a1d04, 0
72a562, 1bfb23, 0
e7b88c, 598463, 0
ec4c99, 6d7fa2, 0
929993, 5376a2, 0
ac6c24, c4823f, 0
4ce15b, 30e1cb, 0
34cf09, 924b4c, 0
049532, b94609, 0
fb4a02, c1a593, 0
11e61a, 0b0216, 0
5e2ede, 0cef20, 0
7039d0, f874f4, 0
403165, 51a43b, 0
aac3e9, 124792, 0
f9ea9f, e01ee6, 0
c5627d, 09c935, 0
47d259, 4904e7, 0
2c3c5a, 5cd156, 0
179423, 27d2b9, 0
a4063f, 6618cb, 0
bf5d3a, a567a8, 0
0197c2, 0e9ee3, 0
5512fc, 04af34, 0
011fd9, 41c2b4, 0
1463b3, 09d5f7, 0
48c3b6, bcf93b, 0
904095, 67643f, 0
fc9d20, dce226, 0
dba8bd, ad1713, 0
817b3e, 06d5c1, 0
384d02, 2b4d18, 0
bca27a, 153022, 0
c7fe37, a177ca, 0
db75ae, 03bcab, 0
1d6392, 0ab809, 0
a2d204, 837513, 0
cf96eb, c1c784, 0
aa3d28, 093f09, 0
cb85de, 3f09ff, 0
20f961, d40636, 0
5474ba, bde757, 0
119ab1, 1a1c9e, 0
74eed4, dd348d, 0
5d74d5, 7605b8, 0
6b90ef, 3381f9, 0
766ac0, 750bee, 0
2fa526, 34687c, 0
46c3c2, 3753cf, 0
455138, 1978ee, 0
05f5a0, d751fd, 1
20126b, 019a45, 0
3b401a, cdded6, 0
356347, 5111c6, 0
b73f93, 23af39, 0
d721b9, e1ab4c, 0
c98bf5, 541afe, 0
e1a492, d17a73, 0
8573d1, d234aa, 0
2d0344, cc0583, 0
9fcc1c, 04c9b8, 0
ba70aa, 4a7e35, 0
1cffb9, df4af0, 0
8af4f9, f2409d, 0
f8af67, 3bca82, 0
12063b, 5f4f74, 0
611254, 2fee5a, 0
118ee6, 2dd564, 0
9e3bf2, 364c37, 0
4bdd7a, 9d0629, 0
200663, 153d51, 0
b1238e, 4a8892, 0
4479ed, 5cdbff, 0
fa5122, 0fa830, 0
325984, 10feea, 0
3ae4fb, 8dc7c4, 0
27bc4d, b48137, 0
00f80b, 6eb49c, 0
2adb91, 91b4c6, 0
6d87a9, 4b014c, 0
b3e0ab, d9ba5b, 0
80f6f0, 256aca, 0
8a6cbd, 414eea, 0
a94eac, 2699ff, 0
b18d6b, 9cb7a1, 0
b280f4, 6035db, 0
8a0c97, ee1cc1, 0
403793, 0ce5a2, 0
e001c9, 376856, 0
70f336, aecead, 0
a784ad, 265395, 0
94235b, 630acb, 0
15a1a7, 7c9757, 0
